tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,tidak/belum_sekolah,belum_tamat_sd/sederajat,tamat_sd/sederajat,sltp/sederajat,slta/sederajat,diploma_I/II,akademi/diploma_III/s._muda,diploma_IV/strata I,strata_II,strata_III
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,500.0,447.0,259.0,339.0,1342.0,49.0,294.0,791.0,160.0,19.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,774.0,663.0,264.0,565.0,2049.0,34.0,534.0,1791.0,295.0,22.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,1954.0,1402.0,922.0,1504.0,4975.0,63.0,644.0,1916.0,274.0,21.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,6563.0,4034.0,3585.0,4593.0,17636.0,224.0,2487.0,5473.0,511.0,49.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,6329.0,4031.0,3578.0,4863.0,13736.0,170.0,1415.0,3386.0,373.0,38.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,3411.0,2373.0,1470.0,2578.0,7453.0,137.0,909.0,2352.0,242.0,14.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,7865.0,4313.0,4173.0,4745.0,18252.0,248.0,1939.0,4984.0,515.0,34.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,2982.0,1728.0,1588.0,2075.0,7224.0,104.0,937.0,3149.0,446.0,32.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,5081.0,2784.0,3242.0,3507.0,11140.0,177.0,1312.0,4093.0,529.0,44.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,3591.0,1998.0,2024.0,2508.0,8095.0,125.0,951.0,2981.0,353.0,23.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,1971.0,1098.0,1007.0,1329.0,4699.0,72.0,527.0,1557.0,100.0,6.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,10611.0,6510.0,5447.0,6770.0,23473.0,273.0,2454.0,6383.0,602.0,38.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,10221.0,6753.0,4774.0,6832.0,23258.0,438.0,2819.0,5735.0,478.0,38.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,6216.0,4142.0,3323.0,4447.0,13712.0,187.0,1541.0,3895.0,331.0,16.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,10028.0,3446.0,7519.0,6514.0,22372.0,275.0,2133.0,4374.0,363.0,20.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,7236.0,4519.0,3283.0,4219.0,14765.0,201.0,1737.0,5534.0,736.0,61.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,5871.0,4597.0,3023.0,3782.0,14103.0,191.0,1451.0,3359.0,259.0,14.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,5233.0,2788.0,2223.0,3241.0,10924.0,138.0,1348.0,3598.0,372.0,22.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,8507.0,4445.0,5570.0,5943.0,19514.0,205.0,2673.0,7861.0,991.0,66.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,9863.0,5381.0,4595.0,6307.0,22636.0,256.0,2086.0,5906.0,379.0,20.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,6202.0,3941.0,2603.0,4112.0,15042.0,142.0,1628.0,4434.0,438.0,34.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,7214.0,5253.0,3152.0,4703.0,18558.0,177.0,1388.0,4287.0,288.0,20.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,5582.0,3789.0,4165.0,4668.0,14443.0,127.0,1436.0,2792.0,152.0,13.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,4465.0,3230.0,2792.0,2979.0,12980.0,134.0,1633.0,4021.0,351.0,28.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,4372.0,3366.0,2062.0,3025.0,12430.0,169.0,1418.0,2870.0,190.0,7.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,3275.0,2201.0,2006.0,2875.0,9604.0,112.0,1216.0,2235.0,168.0,18.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,2770.0,1923.0,1073.0,2033.0,8036.0,107.0,862.0,2650.0,173.0,14.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,6047.0,3361.0,3035.0,4311.0,14487.0,195.0,1996.0,4565.0,315.0,16.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,5919.0,3718.0,3816.0,5440.0,13957.0,122.0,1196.0,4443.0,517.0,34.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,7576.0,4678.0,4293.0,5739.0,18903.0,293.0,2213.0,4140.0,345.0,17.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,7024.0,4473.0,3357.0,5364.0,18160.0,217.0,1960.0,5302.0,401.0,33.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,4451.0,2621.0,2452.0,3709.0,10164.0,103.0,677.0,1697.0,81.0,4.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,6723.0,2295.0,5486.0,3947.0,14861.0,223.0,2258.0,6840.0,747.0,58.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,7064.0,4131.0,4079.0,5852.0,14754.0,183.0,2393.0,8487.0,856.0,63.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,4654.0,2751.0,4179.0,3466.0,11722.0,168.0,2212.0,7324.0,1056.0,85.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,5184.0,3255.0,4380.0,4274.0,11469.0,65.0,482.0,1261.0,42.0,4.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,6554.0,3936.0,3997.0,5159.0,17367.0,331.0,1879.0,4359.0,302.0,36.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,1451.0,1029.0,993.0,1450.0,4474.0,43.0,423.0,1296.0,93.0,3.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,4008.0,2513.0,3188.0,3551.0,8505.0,90.0,698.0,1667.0,100.0,7.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,5592.0,3433.0,2634.0,3794.0,15189.0,162.0,1895.0,5219.0,463.0,26.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,9928.0,6076.0,5341.0,7719.0,21295.0,620.0,3250.0,8411.0,932.0,75.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,6256.0,4258.0,4283.0,5031.0,14448.0,138.0,1344.0,3326.0,275.0,18.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,9280.0,5681.0,8812.0,8802.0,19003.0,172.0,1446.0,2833.0,162.0,8.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,6056.0,3771.0,3809.0,4796.0,15092.0,189.0,1699.0,3241.0,177.0,7.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,8203.0,5271.0,6611.0,6140.0,16473.0,175.0,1540.0,3934.0,284.0,19.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,4715.0,2618.0,2457.0,2881.0,9936.0,120.0,1054.0,2538.0,230.0,17.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,8391.0,5015.0,3737.0,6225.0,20015.0,256.0,2087.0,5522.0,389.0,30.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,4977.0,2884.0,2550.0,3435.0,11952.0,108.0,1231.0,2862.0,199.0,9.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,7677.0,4642.0,3339.0,5315.0,19046.0,304.0,2189.0,4294.0,333.0,22.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,6264.0,3607.0,3220.0,4315.0,16125.0,163.0,1618.0,3687.0,246.0,14.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,6070.0,4036.0,2873.0,3915.0,15077.0,200.0,1832.0,4360.0,361.0,17.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,5009.0,2653.0,1550.0,2435.0,11040.0,164.0,1221.0,2494.0,202.0,4.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,7928.0,4077.0,3198.0,5008.0,18058.0,227.0,1727.0,4036.0,229.0,8.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,7502.0,3876.0,3828.0,4614.0,17987.0,320.0,2394.0,4884.0,377.0,18.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,8509.0,4157.0,3887.0,4903.0,19215.0,194.0,1641.0,3554.0,196.0,12.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,17392.0,9981.0,7559.0,14059.0,39625.0,176.0,1370.0,3395.0,190.0,10.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,5514.0,3102.0,3215.0,4818.0,12540.0,43.0,460.0,780.0,22.0,3.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,18678.0,10216.0,9823.0,14260.0,40654.0,326.0,2576.0,7548.0,416.0,17.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,11232.0,5827.0,6727.0,10264.0,24076.0,195.0,1358.0,3048.0,154.0,4.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,14855.0,10147.0,7972.0,13226.0,39448.0,369.0,2750.0,8460.0,560.0,26.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,5352.0,2762.0,3118.0,4030.0,11676.0,131.0,1016.0,3196.0,265.0,15.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,11634.0,6494.0,6476.0,11956.0,24265.0,162.0,848.0,1593.0,55.0,7.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,9181.0,7553.0,5943.0,6923.0,20369.0,297.0,3366.0,11416.0,1459.0,89.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,10683.0,5641.0,7320.0,7816.0,21196.0,351.0,3399.0,9862.0,1066.0,57.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,13440.0,7679.0,8879.0,10393.0,28058.0,288.0,2606.0,7340.0,589.0,34.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,10893.0,7157.0,6144.0,8113.0,22944.0,394.0,3729.0,13674.0,1821.0,89.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,5100.0,2647.0,1513.0,2403.0,11230.0,281.0,2411.0,6545.0,580.0,35.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,5517.0,3523.0,1857.0,2834.0,13624.0,331.0,2640.0,5661.0,416.0,22.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,6131.0,3615.0,3677.0,4243.0,13525.0,163.0,1630.0,4752.0,483.0,22.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,6001.0,3781.0,3449.0,4518.0,14989.0,185.0,1757.0,3319.0,252.0,9.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,4802.0,2656.0,2476.0,3229.0,11091.0,128.0,1067.0,2376.0,182.0,13.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,8506.0,5045.0,3918.0,5614.0,21307.0,312.0,2440.0,4842.0,307.0,11.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,5173.0,2661.0,2452.0,2286.0,13989.0,152.0,2134.0,4309.0,437.0,9.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,7013.0,4127.0,3863.0,4733.0,18105.0,250.0,2193.0,6687.0,590.0,40.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,11538.0,7294.0,5732.0,9442.0,28963.0,258.0,2019.0,4605.0,233.0,12.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,11972.0,6685.0,5641.0,7535.0,28787.0,321.0,2913.0,7131.0,574.0,46.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,8077.0,4400.0,3290.0,5452.0,19295.0,258.0,2140.0,5306.0,377.0,18.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,6932.0,4048.0,3277.0,4962.0,17913.0,139.0,1160.0,2584.0,109.0,5.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,7260.0,3857.0,3439.0,4308.0,16115.0,192.0,1500.0,3493.0,243.0,14.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,4570.0,2854.0,2049.0,2672.0,9938.0,143.0,1020.0,2959.0,264.0,23.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,4706.0,3112.0,2258.0,2923.0,10795.0,122.0,884.0,2278.0,162.0,7.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,3771.0,3468.0,2655.0,3084.0,9773.0,121.0,785.0,1576.0,114.0,3.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,4100.0,2634.0,2762.0,3516.0,8317.0,156.0,1021.0,1989.0,146.0,9.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,3314.0,2155.0,2313.0,2214.0,6862.0,65.0,619.0,1875.0,185.0,16.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,4684.0,2584.0,2534.0,2880.0,10005.0,107.0,864.0,2832.0,244.0,18.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,11221.0,7363.0,5186.0,8111.0,27210.0,362.0,2163.0,5297.0,297.0,20.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,3219.0,1924.0,1679.0,2110.0,7492.0,102.0,736.0,1930.0,119.0,11.0
